code,condition
20174,"Hodgkin's disease, lymphocytic depletion, lymph nodes of axilla and upper limb"
20175,"Hodgkin's disease, lymphocytic depletion, lymph nodes of inguinal region and lower limb"
20176,"Hodgkin's disease, lymphocytic depletion, intrapelvic lymph nodes"
20177,"Hodgkin's disease, lymphocytic depletion, spleen"
20178,"Hodgkin's disease, lymphocytic depletion, lymph nodes of multiple sites"
20190,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites"
20191,"Hodgkin's disease, unspecified type, lymph nodes of head, face, and neck"
20192,"Hodgkin's disease, unspecified type, intrathoracic lymph nodes"
20193,"Hodgkin's disease, unspecified type, intra-abdominal lymph nodes"
20194,"Hodgkin's disease, unspecified type, lymph nodes of axilla and upper limb"
20195,"Hodgkin's disease, unspecified type, lymph nodes of inguinal region and lower limb"
20196,"Hodgkin's disease, unspecified type, intrapelvic lymph nodes"
20197,"Hodgkin's disease, unspecified type, spleen"
20198,"Hodgkin's disease, unspecified type, lymph nodes of multiple sites"
20200,"Nodular lymphoma, unspecified site, extranodal and solid organ sites"
20201,"Nodular lymphoma, lymph nodes of head, face, and neck"
20202,"Nodular lymphoma, intrathoracic lymph nodes"
20203,"Nodular lymphoma, intra-abdominal lymph nodes"
20204,"Nodular lymphoma, lymph nodes of axilla and upper limb"
20205,"Nodular lymphoma, lymph nodes of inguinal region and lower limb"
20206,"Nodular lymphoma, intrapelvic lymph nodes"
20207,"Nodular lymphoma, spleen"
20208,"Nodular lymphoma, lymph nodes of multiple sites"
20210,"Mycosis fungoides, unspecified site, extranodal and solid organ sites"
20211,"Mycosis fungoides, lymph nodes of head, face, and neck"
20212,"Mycosis fungoides, intrathoracic lymph nodes"
20213,"Mycosis fungoides, intra-abdominal lymph nodes"
20214,"Mycosis fungoides, lymph nodes of axilla and upper limb"
20215,"Mycosis fungoides, lymph nodes of inguinal region and lower limb"
20216,"Mycosis fungoides, intrapelvic lymph nodes"
20217,"Mycosis fungoides, spleen"
20218,"Mycosis fungoides, lymph nodes of multiple sites"
20220,"Sezary's disease, unspecified site, extranodal and solid organ sites"
20221,"Sezary's disease, lymph nodes of head, face, and neck"
20222,"Sezary's disease, intrathoracic lymph nodes"
20223,"Sezary's disease, intra-abdominal lymph nodes"
20224,"Sezary's disease, lymph nodes of axilla and upper limb"
20225,"Sezary's disease, lymph nodes of inguinal region and lower limb"
20226,"Sezary's disease, intrapelvic lymph nodes"
20227,"Sezary's disease, spleen"
20228,"Sezary's disease, lymph nodes of multiple sites"
20230,"Malignant histiocytosis, unspecified site, extranodal and solid organ sites"
20231,"Malignant histiocytosis, lymph nodes of head, face, and neck"
20232,"Malignant histiocytosis, intrathoracic lymph nodes"
20233,"Malignant histiocytosis, intra-abdominal lymph nodes"
20234,"Malignant histiocytosis, lymph nodes of axilla and upper limb"
20235,"Malignant histiocytosis, lymph nodes of inguinal region and lower limb"
20236,"Malignant histiocytosis, intrapelvic lymph nodes"
20237,"Malignant histiocytosis, spleen"
20238,"Malignant histiocytosis, lymph nodes of multiple sites"
20240,"Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites"
20241,"Leukemic reticuloendotheliosis, lymph nodes of head, face, and neck"
20242,"Leukemic reticuloendotheliosis, intrathoracic lymph nodes"
20243,"Leukemic reticuloendotheliosis, intra-abdominal lymph nodes"
20244,"Leukemic reticuloendotheliosis, lymph nodes of axilla and upper arm"
20245,"Leukemic reticuloendotheliosis, lymph nodes of inguinal region and lower limb"
20246,"Leukemic reticuloendotheliosis, intrapelvic lymph nodes"
20247,"Leukemic reticuloendotheliosis, spleen"
20248,"Leukemic reticuloendotheliosis, lymph nodes of multiple sites"
20250,"Letterer-siwe disease, unspecified site, extranodal and solid organ sites"
20251,"Letterer-siwe disease, lymph nodes of head, face, and neck"
20252,"Letterer-siwe disease, intrathoracic lymph nodes"
20253,"Letterer-siwe disease, intra-abdominal lymph nodes"
20254,"Letterer-siwe disease, lymph nodes of axilla and upper limb"
20255,"Letterer-siwe disease, lymph nodes of inguinal region and lower limb"
20256,"Letterer-siwe disease, intrapelvic lymph nodes"
20257,"Letterer-siwe disease, spleen"
20258,"Letterer-siwe disease, lymph nodes of multiple sites"
20260,"Malignant mast cell tumors, unspecified site, extranodal and solid organ sites"
20261,"Malignant mast cell tumors, lymph nodes of head, face, and neck"
20262,"Malignant mast cell tumors, intrathoracic lymph nodes"
20263,"Malignant mast cell tumors, intra-abdominal lymph nodes"
20264,"Malignant mast cell tumors, lymph nodes of axilla and upper limb"
20265,"Malignant mast cell tumors, lymph nodes of inguinal region and lower limb"
20266,"Malignant mast cell tumors, intrapelvic lymph nodes"
20267,"Malignant mast cell tumors, spleen"
20268,"Malignant mast cell tumors, lymph nodes of multiple sites"
20270,"Peripheral T cell lymphoma, unspecified site, extranodal and solid organ sites"
20271,"Peripheral T cell lymphoma, lymph nodes of head, face, and neck"
20272,"Peripheral T cell lymphoma, intrathoracic lymph nodes"
20273,"Peripheral T cell lymphoma, intra-abdominal lymph nodes"
20274,"Peripheral T cell lymphoma, lymph nodes of axilla and upper limb"
20275,"Peripheral T cell lymphoma, lymph nodes of inguinal region and lower limb"
20276,"Peripheral T cell lymphoma, intrapelvic lymph nodes"
20277,"Peripheral T cell lymphoma, spleen"
20278,"Peripheral T cell lymphoma, lymph nodes of multiple sites"
20280,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites"
20281,"Other malignant lymphomas, lymph nodes of head, face, and neck"
20282,"Other malignant lymphomas, intrathoracic lymph nodes"
20283,"Other malignant lymphomas, intra-abdominal lymph nodes"
20284,"Other malignant lymphomas, lymph nodes of axilla and upper limb"
20285,"Other malignant lymphomas, lymph nodes of inguinal region and lower limb"
20286,"Other malignant lymphomas, intrapelvic lymph nodes"
20287,"Other malignant lymphomas, spleen"
20288,"Other malignant lymphomas, lymph nodes of multiple sites"
20290,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites"
20291,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of head, face, and neck"
20292,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrathoracic lymph nodes"
20293,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intra-abdominal lymph nodes"
20294,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of axilla and upper limb"
20295,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of inguinal region and lower limb"
20296,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrapelvic lymph nodes"
20297,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, spleen"
20298,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of multiple sites"
20300,"Multiple myeloma, without mention of having achieved remission"
20301,"Multiple myeloma, in remission"
20302,"Multiple myeloma, in relapse"
20310,"Plasma cell leukemia, without mention of having achieved remission"
20311,"Plasma cell leukemia, in remission"
20312,"Plasma cell leukemia, in relapse"
20380,"Other immunoproliferative neoplasms, without mention of having achieved remission"
20381,"Other immunoproliferative neoplasms, in remission"
20382,"Other immunoproliferative neoplasms, in relapse"
20400,"Acute lymphoid leukemia, without mention of having achieved remission"
20401,"Acute lymphoid leukemia, in remission"
20402,"Acute lymphoid leukemia, in relapse"
20410,"Chronic lymphoid leukemia, without mention of having achieved remission"
20411,"Chronic lymphoid leukemia, in remission"
20412,"Chronic lymphoid leukemia, in relapse"
20420,"Subacute lymphoid leukemia, without mention of having achieved remission"
20421,"Subacute lymphoid leukemia, in remission"
20422,"Subacute lymphoid leukemia, in relapse"
20480,"Other lymphoid leukemia, without mention of having achieved remission"
20481,"Other lymphoid leukemia, in remission"
20482,"Other lymphoid leukemia, in relapse"
20490,"Unspecified lymphoid leukemia, without mention of having achieved remission"
20491,"Unspecified lymphoid leukemia, in remission"
20492,"Unspecified lymphoid leukemia, in relapse"
20500,"Acute myeloid leukemia, without mention of having achieved remission"
20501,"Acute myeloid leukemia, in remission"
20502,"Acute myeloid leukemia, in relapse"
20510,"Chronic myeloid leukemia, without mention of having achieved remission"
20511,"Chronic myeloid leukemia, in remission"
20512,"Chronic myeloid leukemia, in relapse"
20520,"Subacute myeloid leukemia, without mention of having achieved remission"
20521,"Subacute myeloid leukemia,in remission"
20522,"Subacute myeloid leukemia, in relapse"
20530,"Myeloid sarcoma, without mention of having achieved remission"
20531,"Myeloid sarcoma, in remission"
20532,"Myeloid sarcoma, in relapse"
20580,"Other myeloid leukemia, without mention of having achieved remission"
20581,"Other myeloid leukemia, in remission"
20582,"Other myeloid leukemia, in relapse"
20590,"Unspecified myeloid leukemia, without mention of having achieved remission"
20591,"Unspecified myeloid leukemia, in remission"
20592,"Unspecified myeloid leukemia, in relapse"
20600,"Acute monocytic leukemia, without mention of having achieved remission"
20601,"Acute monocytic leukemia,in remission"
20602,"Acute monocytic leukemia, in relapse"
20610,"Chronic monocytic leukemia, without mention of having achieved remission"
20611,"Chronic monocytic leukemia, in remission"
20612,"Chronic monocytic leukemia, in relapse"
20620,"Subacute monocytic leukemia, without mention of having achieved remission"
20621,"Subacute monocytic leukemia, in remission"
20622,"Subacute monocytic leukemia, in relapse"
20680,"Other monocytic leukemia, without mention of having achieved remission"
20681,"Other monocytic leukemia, in remission"
20682,"Other monocytic leukemia, in relapse"
20690,"Unspecified monocytic leukemia, without mention of having achieved remission"
20691,"Unspecified monocytic leukemia, in remission"
20692,"Unspecified monocytic leukemia, in relapse"
20700,"Acute erythremia and erythroleukemia, without mention of having achieved remission"
20701,"Acute erythremia and erythroleukemia, in remission"
20702,"Acute erythremia and erythroleukemia, in relapse"
20710,"Chronic erythremia, without mention of having achieved remission"
20711,"Chronic erythremia, in remission"
20712,"Chronic erythremia, in relapse"
20720,"Megakaryocytic leukemia, without mention of having achieved remission"
20721,"Megakaryocytic leukemia, in remission"
20722,"Megakaryocytic leukemia, in relapse"
20780,"Other specified leukemia, without mention of having achieved remission"
20781,"Other specified leukemia, in remission"
20782,"Other specified leukemia, in relapse"
20800,"Acute leukemia of unspecified cell type, without mention of having achieved remission"
20801,"Acute leukemia of unspecified cell type, in remission"
20802,"Acute leukemia of unspecified cell type, in relapse"
20810,"Chronic leukemia of unspecified cell type, without mention of having achieved remission"
20811,"Chronic leukemia of unspecified cell type, in remission"
20812,"Chronic leukemia of unspecified cell type, in relapse"
20820,"Subacute leukemia of unspecified cell type, without mention of having achieved remission"
20821,"Subacute leukemia of unspecified cell type, in remission"
20822,"Subacute leukemia of unspecified cell type, in relapse"
20880,"Other leukemia of unspecified cell type, without mention of having achieved remission"
20881,"Other leukemia of unspecified cell type, in remission"
20882,"Other leukemia of unspecified cell type, in relapse"
20890,"Unspecified leukemia, without mention of having achieved remission"
20891,"Unspecified leukemia, in remission"
20892,"Unspecified leukemia, in relapse"
20900,"Malignant carcinoid tumor of the small intestine, unspecified portion"
20901,Malignant carcinoid tumor of the duodenum
20902,Malignant carcinoid tumor of the jejunum
20903,Malignant carcinoid tumor of the ileum
20910,"Malignant carcinoid tumor of the large intestine, unspecified portion"
20911,Malignant carcinoid tumor of the appendix
20912,Malignant carcinoid tumor of the cecum
20913,Malignant carcinoid tumor of the ascending colon
20914,Malignant carcinoid tumor of the transverse colon
20915,Malignant carcinoid tumor of the descending colon
20916,Malignant carcinoid tumor of the sigmoid colon
20917,Malignant carcinoid tumor of the rectum
20920,Malignant carcinoid tumor of unknown primary site
20921,Malignant carcinoid tumor of the bronchus and lung
20922,Malignant carcinoid tumor of the thymus
20923,Malignant carcinoid tumor of the stomach
20924,Malignant carcinoid tumor of the kidney
20925,"Malignant carcinoid tumor of foregut, not otherwise specified"
20926,"Malignant carcinoid tumor of midgut, not otherwise specified"
20927,"Malignant carcinoid tumor of hindgut, not otherwise specified"
20929,Malignant carcinoid tumor of other sites
20930,"Malignant poorly differentiated neuroendocrine carcinoma, any site"
20931,Merkel cell carcinoma of the face
20932,Merkel cell carcinoma of the scalp and neck
20933,Merkel cell carcinoma of the upper limb
20934,Merkel cell carcinoma of the lower limb
20935,Merkel cell carcinoma of the trunk
20936,Merkel cell carcinoma of other sites
20970,"Secondary neuroendocrine tumor, unspecified site"
20971,Secondary neuroendocrine tumor of distant lymph nodes
20972,Secondary neuroendocrine tumor of liver
20973,Secondary neuroendocrine tumor of bone
20974,Secondary neuroendocrine tumor of peritoneum
20975,Secondary Merkel cell carcinoma
20979,Secondary neuroendocrine tumor of other sites
23330,"Carcinoma in situ, unspecified female genital organ"
23331,"Carcinoma in situ, vagina"
23332,"Carcinoma in situ, vulva"
23339,"Carcinoma in situ, other female genital organ"
23690,"Neoplasm of uncertain behavior of urinary organ, unspecified"
23691,Neoplasm of uncertain behavior of kidney and ureter
23699,Neoplasm of uncertain behavior of other and unspecified urinary organs
23770,"Neurofibromatosis, unspecified"
23771,"Neurofibromatosis, type 1 [von recklinghausen's disease]"
23772,"Neurofibromatosis, type 2 [acoustic neurofibromatosis]"
23773,Schwannomatosis
23779,Other neurofibromatosis
23871,Essential thrombocythemia
23872,Low grade myelodysplastic syndrome lesions
23873,High grade myelodysplastic syndrome lesions
23874,Myelodysplastic syndrome with 5q deletion
23875,"Myelodysplastic syndrome, unspecified"
23876,Myelofibrosis with myeloid metaplasia
23877,Post-transplant lymphoproliferative disorder (PTLD)
23879,Other lymphatic and hematopoietic tissues
23981,"Neoplasms of unspecified nature, retina and choroid"
23989,"Neoplasms of unspecified nature, other specified sites"
78650,"Chest pain, unspecified"
78651,Precordial pain
78659,Other chest pain
390,Rheumatic fever without mention of heart involvement
3910,Acute rheumatic pericarditis
3911,Acute rheumatic endocarditis
3912,Acute rheumatic myocarditis
3918,Other acute rheumatic heart disease
3919,"Acute rheumatic heart disease, unspecified"
3920,Rheumatic chorea with heart involvement
393,Chronic rheumatic pericarditis
3940,Mitral stenosis
3941,Rheumatic mitral insufficiency
3942,Mitral stenosis with insufficiency
3949,Other and unspecified mitral valve diseases
3950,Rheumatic aortic stenosis
3951,Rheumatic aortic insufficiency
3952,Rheumatic aortic stenosis with insufficiency
3959,Other and unspecified rheumatic aortic diseases
3960,Mitral valve stenosis and aortic valve stenosis
3961,Mitral valve stenosis and aortic valve insufficiency
3962,Mitral valve insufficiency and aortic valve stenosis
3963,Mitral valve insufficiency and aortic valve insufficiency
3968,Multiple involvement of mitral and aortic valves
3969,"Mitral and aortic valve diseases, unspecified"
3970,Diseases of tricuspid valve
3971,Rheumatic diseases of pulmonary valve
3979,"Rheumatic diseases of endocardium, valve unspecified"
3980,Rheumatic myocarditis
39890,"Rheumatic heart disease, unspecified"
39891,Rheumatic heart failure (congestive)
39899,Other rheumatic heart diseases
40200,Malignant hypertensive heart disease without heart failure
40201,Malignant hypertensive heart disease with heart failure
40210,Benign hypertensive heart disease without heart failure
40211,Benign hypertensive heart disease with heart failure
40290,Unspecified hypertensive heart disease without heart failure
40291,Unspecified hypertensive heart disease with heart failure
41000,"Acute myocardial infarction of anterolateral wall, episode of care unspecified"
41001,"Acute myocardial infarction of anterolateral wall, initial episode of care"
41002,"Acute myocardial infarction of anterolateral wall, subsequent episode of care"
41010,"Acute myocardial infarction of other anterior wall, episode of care unspecified"
41011,"Acute myocardial infarction of other anterior wall, initial episode of care"
41012,"Acute myocardial infarction of other anterior wall, subsequent episode of care"
41020,"Acute myocardial infarction of inferolateral wall, episode of care unspecified"
41021,"Acute myocardial infarction of inferolateral wall, initial episode of care"
41022,"Acute myocardial infarction of inferolateral wall, subsequent episode of care"
41030,"Acute myocardial infarction of inferoposterior wall, episode of care unspecified"
41031,"Acute myocardial infarction of inferoposterior wall, initial episode of care"
41032,"Acute myocardial infarction of inferoposterior wall, subsequent episode of care"
41040,"Acute myocardial infarction of other inferior wall, episode of care unspecified"
41041,"Acute myocardial infarction of other inferior wall, initial episode of care"
41042,"Acute myocardial infarction of other inferior wall, subsequent episode of care"
41050,"Acute myocardial infarction of other lateral wall, episode of care unspecified"
41051,"Acute myocardial infarction of other lateral wall, initial episode of care"
41052,"Acute myocardial infarction of other lateral wall, subsequent episode of care"
41060,"True posterior wall infarction, episode of care unspecified"
41061,"True posterior wall infarction, initial episode of care"
41062,"True posterior wall infarction, subsequent episode of care"
41070,"Subendocardial infarction, episode of care unspecified"
41071,"Subendocardial infarction, initial episode of care"
41072,"Subendocardial infarction, subsequent episode of care"
41080,"Acute myocardial infarction of other specified sites, episode of care unspecified"
41081,"Acute myocardial infarction of other specified sites, initial episode of care"
41082,"Acute myocardial infarction of other specified sites, subsequent episode of care"
41090,"Acute myocardial infarction of unspecified site, episode of care unspecified"
41091,"Acute myocardial infarction of unspecified site, initial episode of care"
41092,"Acute myocardial infarction of unspecified site, subsequent episode of care"
4110,Postmyocardial infarction syndrome
4111,Intermediate coronary syndrome
41181,Acute coronary occlusion without myocardial infarction
41189,"Other acute and subacute forms of ischemic heart disease, other"
412,Old myocardial infarction
4130,Angina decubitus
4131,Prinzmetal angina
4139,Other and unspecified angina pectoris
41400,"Coronary atherosclerosis of unspecified type of vessel, native or graft"
41401,Coronary atherosclerosis of native coronary artery
41402,Coronary atherosclerosis of autologous vein bypass graft
41403,Coronary atherosclerosis of nonautologous biological bypass graft
41404,Coronary atherosclerosis of artery bypass graft
41405,Coronary atherosclerosis of unspecified bypass graft
41406,Coronary atherosclerosis of native coronary artery of transplanted heart
41407,Coronary atherosclerosis of bypass graft (artery) (vein) of transplanted heart
41410,Aneurysm of heart (wall)
41411,Aneurysm of coronary vessels
41412,Dissection of coronary artery
41419,Other aneurysm of heart
4142,Chronic total occlusion of coronary artery
4143,Coronary atherosclerosis due to lipid rich plaque
4144,Coronary atherosclerosis due to calcified coronary lesion
4148,Other specified forms of chronic ischemic heart disease
4149,"Chronic ischemic heart disease, unspecified"
4150,Acute cor pulmonale
4200,Acute pericarditis in diseases classified elsewhere
42090,"Acute pericarditis, unspecified"
42091,Acute idiopathic pericarditis
42099,Other acute pericarditis
4210,Acute and subacute bacterial endocarditis
4211,Acute and subacute infective endocarditis in diseases classified elsewhere
4219,"Acute endocarditis, unspecified"
4220,Acute myocarditis in diseases classified elsewhere
42290,"Acute myocarditis, unspecified"
42291,Idiopathic myocarditis
42292,Septic myocarditis
42293,Toxic myocarditis
42299,Other acute myocarditis
4230,Hemopericardium
4231,Adhesive pericarditis
4232,Constrictive pericarditis
4233,Cardiac tamponade
4238,Other specified diseases of pericardium
4239,Unspecified disease of pericardium
4240,Mitral valve disorders
4241,Aortic valve disorders
4242,"Tricuspid valve disorders, specified as nonrheumatic"
4243,Pulmonary valve disorders
42490,"Endocarditis, valve unspecified, unspecified cause"
42491,Endocarditis in diseases classified elsewhere
42499,"Other endocarditis, valve unspecified"
4250,Endomyocardial fibrosis
42511,Hypertrophic obstructive cardiomyopathy
42518,Other hypertrophic cardiomyopathy
4252,Obscure cardiomyopathy of Africa
4253,Endocardial fibroelastosis
4254,Other primary cardiomyopathies
4255,Alcoholic cardiomyopathy
4257,Nutritional and metabolic cardiomyopathy
4258,Cardiomyopathy in other diseases classified elsewhere
4259,"Secondary cardiomyopathy, unspecified"
4260,"Atrioventricular block, complete"
42610,"Atrioventricular block, unspecified"
42611,First degree atrioventricular block
42612,Mobitz (type) II atrioventricular block
42613,Other second degree atrioventricular block
4262,Left bundle branch hemiblock
4263,Other left bundle branch block
4264,Right bundle branch block
42650,"Bundle branch block, unspecified"
42651,Right bundle branch block and left posterior fascicular block
42652,Right bundle branch block and left anterior fascicular block
42653,Other bilateral bundle branch block
42654,Trifascicular block
4266,Other heart block
4267,Anomalous atrioventricular excitation
42681,Lown-Ganong-Levine syndrome
42682,Long QT syndrome
42689,Other specified conduction disorders
4269,"Conduction disorder, unspecified"
4270,Paroxysmal supraventricular tachycardia
4271,Paroxysmal ventricular tachycardia
4272,"Paroxysmal tachycardia, unspecified"
42731,Atrial fibrillation
42732,Atrial flutter
42741,Ventricular fibrillation
42742,Ventricular flutter
4275,Cardiac arrest
42760,"Premature beats, unspecified"
42761,Supraventricular premature beats
42769,Other premature beats
42781,Sinoatrial node dysfunction
42789,Other specified cardiac dysrhythmias
4279,"Cardiac dysrhythmia, unspecified"
4280,"Congestive heart failure, unspecified"
4281,Left heart failure
42820,"Systolic heart failure, unspecified"
42821,Acute systolic heart failure
42822,Chronic systolic heart failure
42823,Acute on chronic systolic heart failure
42830,"Diastolic heart failure, unspecified"
42831,Acute diastolic heart failure
42832,Chronic diastolic heart failure
42833,Acute on chronic diastolic heart failure
42840,"Combined systolic and diastolic heart failure, unspecified"
42841,Acute combined systolic and diastolic heart failure
42842,Chronic combined systolic and diastolic heart failure
42843,Acute on chronic combined systolic and diastolic heart failure
4289,"Heart failure, unspecified"
4290,"Myocarditis, unspecified"
4291,Myocardial degeneration
4292,"Cardiovascular disease, unspecified"
4293,Cardiomegaly
4294,Functional disturbances following cardiac surgery
4295,Rupture of chordae tendineae
4296,Rupture of papillary muscle
42971,Acquired cardiac septal defect
42979,"Certain sequelae of myocardial infarction, not elsewhere classified, other"
42981,Other disorders of papillary muscle
42982,Hyperkinetic heart disease
42983,Takotsubo syndrome
42989,Other ill-defined heart diseases
4299,"Heart disease, unspecified"
7450,Common truncus
74510,Complete transposition of great vessels
74511,Double outlet right ventricle
74512,Corrected transposition of great vessels
74519,Other transposition of great vessels
7452,Tetralogy of fallot
7453,Common ventricle
7454,Ventricular septal defect
7455,Ostium secundum type atrial septal defect
74560,"Endocardial cushion defect, unspecified type"
74561,Ostium primum defect
74569,Other endocardial cushion defects
7457,Cor biloculare
7458,Other bulbus cordis anomalies and anomalies of cardiac septal closure
7459,Unspecified defect of septal closure
74600,"Congenital pulmonary valve anomaly, unspecified"
74601,"Atresia of pulmonary valve, congenital"
74602,"Stenosis of pulmonary valve, congenital"
74609,Other congenital anomalies of pulmonary valve
7461,"Tricuspid atresia and stenosis, congenital"
7462,Ebstein's anomaly
7463,Congenital stenosis of aortic valve
7464,"Congenital insufficiency of aortic valve"
7465,"Congenital mitral stenosis"
7466,"Congenital mitral insufficiency"
7467,"Hypoplastic left heart syndrome"
74681,"Subaortic stenosis"
74682,"Cor triatriatum"
74683,"Infundibular pulmonic stenosis"
74684,"Obstructive anomalies of heart, not elsewhere classified"
74685,"Coronary artery anomaly"
74686,"Congenital heart block"
74687,"Malposition of heart and cardiac apex"
74689,"Other specified congenital anomalies of heart"
7469,"Unspecified congenital anomaly of heart"
7470,"Patent ductus arteriosus"
74710,"Coarctation of aorta (preductal) (postductal)"
74711,"Interruption of aortic arch"
74720,"Anomaly of aorta, unspecified"
74721,"Anomalies of aortic arch"
74722,"Atresia and stenosis of aorta"
74729,"Other anomalies of aorta"
74731,"Pulmonary artery coarctation and atresia"
74732,"Pulmonary arteriovenous malformation"
74739,"Other anomalies of pulmonary artery and pulmonary circulation"
74740,"Anomaly of great veins, unspecified"
74741,"Total anomalous pulmonary venous connection"
74742,"Partial anomalous pulmonary venous connection"
74749,"Other anomalies of great veins"
7850,"Tachycardia, unspecified"
7851,"Palpitations"
7852,"Undiagnosed cardiac murmurs"
7853,"Other abnormal heart sounds"
7859,"Other symptoms involving cardiovascular system"
03282,"Diphtheritic myocarditis"
03643,"Meningococcal myocarditis"
07423,"Coxsackie myocarditis"
03640,"Meningococcal carditis, unspecified"
03641,"Meningococcal pericarditis"
03642,"Meningococcal endocarditis"
03643,"Meningococcal myocarditis"
07420,"Coxsackie carditis, unspecified"
07421,"Coxsackie pericarditis"
07422,"Coxsackie endocarditis"
07423,"Coxsackie myocarditis"
0930,"Aneurysm of aorta, specified as syphilitic"
0931,"Syphilitic aortitis"
09320,"Syphilitic endocarditis of valve, unspecified"
09321,"Syphilitic endocarditis of mitral valve"
09322,"Syphilitic endocarditis of aortic valve"
09323,"Syphilitic endocarditis of tricuspid valve"
09324,"Syphilitic endocarditis of pulmonary valve"
09381,"Syphilitic pericarditis"
09382,"Syphilitic myocarditis"
09389,"Other specified cardiovascular syphilis"
0939,"Cardiovascular syphilis, unspecified"
1303,"Myocarditis due to toxoplasmosis"
09882,"Gonococcal meningitis"
09883,"Gonococcal pericarditis"
09884,"Gonococcal endocarditis"
09885,"Other gonococcal heart disease"
11503,"Infection by Histoplasma capsulatum, pericarditis"
11504,"Infection by Histoplasma capsulatum, endocarditis"
11513,"Infection by Histoplasma duboisii, pericarditis"
11514,"Infection by Histoplasma duboisii, endocarditis"
11593,"Histoplasmosis, unspecified, pericarditis"
11594,"Histoplasmosis, unspecified, endocarditis"
67450,"Peripartum cardiomyopathy, unspecified as to episode of care or not applicable"
67451,"Peripartum cardiomyopathy, delivered, with or without mention of antepartum condition"
67452,"Peripartum cardiomyopathy, delivered, with mention of postpartum condition"
67453,"Peripartum cardiomyopathy, antepartum condition or complication"
67454,"Peripartum cardiomyopathy, postpartum condition or complication"
79430,"Abnormal cardiovascular function study, unspecified"
79431,"Nonspecific abnormal electrocardiogram [ECG] [EKG]"
79439,"Other nonspecific abnormal results of function study of cardiovascular system"
3062,"Cardiovascular malfunction arising from mental factors"
7200,Ankylosing spondylitis
7201,Spinal enthesopathy
7202,"Sacroiliitis, not elsewhere classified"
72081,Inflammatory spondylopathies in diseases classified elsewhere
72089,Other inflammatory spondylopathies
7209,Unspecified inflammatory spondylopathy
7213,Lumbosacral spondylosis without myelopathy
72141,"Spondylosis with myelopathy, thoracic region"
72142,"Spondylosis with myelopathy, lumbar region"
7215,Kissing spine
7216,Ankylosing vertebral hyperostosis
7217,Traumatic spondylopathy
7212,Thoracic spondylosis without myelopathy
72190,"Spondylosis of unspecified site, without mention of myelopathy"
72191,"Spondylosis of unspecified site, with myelopathy"
72251,Degeneration of thoracic or thoracolumbar intervertebral disc
72252,Degeneration of lumbar or lumbosacral intervertebral disc
7226,"Degeneration of intervertebral disc, site unspecified"
72270,"Intervertebral disc disorder with myelopathy, unspecified region"
72271,"Intervertebral disc disorder with myelopathy, cervical region"
72272,"Intervertebral disc disorder with myelopathy, thoracic region"
72273,"Intervertebral disc disorder with myelopathy, lumbar region"
72280,"Postlaminectomy syndrome, unspecified region"
72282,"Postlaminectomy syndrome, thoracic region"
72283,"Postlaminectomy syndrome, lumbar region"
72290,"Other and unspecified disc disorder, unspecified region"
72291,"Other and unspecified disc disorder, cervical region"
72292,"Other and unspecified disc disorder, thoracic region"
72293,"Other and unspecified disc disorder, lumbar region"
72400,"Spinal stenosis, unspecified region"
72401,"Spinal stenosis, thoracic region"
72402,"Spinal stenosis, lumbar region, without neurogenic claudication"
72403,"Spinal stenosis, lumbar region, with neurogenic claudication"
72409,"Spinal stenosis, other region"
7241,Pain in thoracic spine
7242,Lumbago
7243,Sciatica
7244,"Thoracic or lumbosacral neuritis or radiculitis, unspecified"
7245,"Backache, unspecified"
95210,T1-T6 level with unspecified spinal cord injury
95211,T1-T6 level with complete lesion of spinal cord
95212,T1-T6 level with anterior cord syndrome
95213,T1-T6 level with central cord syndrome
95214,T1-T6 level with other specified spinal cord injury
95215,T7-T12 level with unspecified spinal cord injury
95216,T7-T12 level with complete lesion of spinal cord
95217,T7-T12 level with anterior cord syndrome
95218,T7-T12 level with central cord syndrome
95219,T7-T12 level with other specified spinal cord injury
9522,Lumbar spinal cord injury without evidence of spinal bone injury
9523,Sacral spinal cord injury without evidence of spinal bone injury
9524,Cauda equina spinal cord injury without evidence of spinal bone injury
9528,Multiple sites of spinal cord injury without evidence of spinal bone injury
9529,Unspecified site of spinal cord injury without evidence of spinal bone injury
9532,Injury to lumbar nerve root
9533,Injury to sacral nerve root
9534,Injury to brachial plexus
9535,Injury to lumbosacral plexus
9538,Injury to multiple sites of nerve roots and spinal plexus
9539,Injury to unspecified site of nerve roots and spinal plexus
9560,Injury to sciatic nerve
9561,Injury to femoral nerve
